id;conversation_id;created_at;user_id;username;label;tweet
1,58E+18;1,58E+18;2022-10-16 04:37:06 SE Asia Standard Time;1280486402;buburiq;NEGATIF;"kata2 terakhirnya kelas bener ""SEKALI LAGI, PSSI BISA APA?""  https://t.co/rZqQl0MYok"
1,58E+18;1,58E+18;2022-10-16 04:36:35 SE Asia Standard Time;17128975;cnnindonesia;POSITIF;5 Momen KLB Terakhir PSSI: Mayoritas Pemilihan Ketua Umum  https://t.co/IQRGB38MjV
1,58E+18;1,58E+18;2022-10-16 04:32:47 SE Asia Standard Time;1,44E+18;zyanpatra;POSITIF;5 Momen KLB Terakhir PSSI: Mayoritas Pemilihan Ketua Umum  https://t.co/TVNgkWesWN
1,58E+18;1,58E+18;2022-10-16 04:11:41 SE Asia Standard Time;1,45E+18;jack_gig;POSITIF;@registaco JOKOWI FOR PSSI
1,58E+18;1,58E+18;2022-10-16 04:01:58 SE Asia Standard Time;9,18E+17;supersabroman10;POSITIF;@indosupporter Masih jadi misteri kenapa ketua pssi banyak mantan tni atau polri
1,58E+18;1,58E+18;2022-10-16 04:01:39 SE Asia Standard Time;4633681154;low_tongue;POSITIF;@mojokdotco Ketua PSSI untuk kandidat nya menurut saya adalah HELMI YAHYA 😅✌️
1,58E+18;1,58E+18;2022-10-16 03:59:42 SE Asia Standard Time;70858652;jossdobels;NEGATIF;@medioclubID @PSSI Gimana bisa produktif lha rangkap jabatan segitu banyak, segalanya diurusin, pantes bento semua
1,58E+18;1,58E+18;2022-10-16 03:51:03 SE Asia Standard Time;1,18E+18;bb_sports_id;POSITIF;PSM Makassar Libur Latihan, 2 Penggawanya Diizinkan Ikut TC Timnas U-20 di Eropa  https://t.co/0aUEJD1AcS baca juga berita dari media lainnya di Indonesia di  https://t.co/GkwQxRUMd1   #psmmakassar #liga1 #timnasindonesiau20 #pssi #shintaeyong #vivabola
1,58E+18;1,58E+18;2022-10-16 03:32:59 SE Asia Standard Time;3168393718;talakakawai;POSITIF;@SiaranBolaLive Heran napa kok pada sewot. Ya emang udah bener kan itu. Menpora selaku wakil pemerintah hanya mencari fakta kejadian kanjuruhan. Dan hanya bisa menyarankan kepada pssi. Tapi tidak bisa memaksakan kepada pssi untuk mundur. Karena pssi punya statusa dari fifa.
1,58E+18;1,58E+18;2022-10-16 03:26:32 SE Asia Standard Time;3002911987;dirohlage;POSITIF;@WHIKO_LAND_JP @WHIKO_LAND Gang gang gang @lizzicochrane @bridgeyb @PSSI @dantack
1,58E+18;1,58E+18;2022-10-16 03:25:38 SE Asia Standard Time;3321423907;putragaruda27;NEGATIF;Pembunuhan massal @DivHumas_Polri @PSSI
1,58E+18;1,58E+18;2022-10-16 03:22:44 SE Asia Standard Time;1,46E+18;auliamed;POSITIF;Hasil nya hampir sama dgn temuan Tim gabungan bentukan Pemerintah. Skrg tindak lanjut nya yg penting Ada tgg jwb spt PSSI dll.  Juga yg bicara asal dgn memfitnah aremania spt ade armando ,shihab, dll agar di seret ke pengadilan.  https://t.co/SwkfCGkKpZ
1,58E+18;1,58E+18;2022-10-16 03:20:06 SE Asia Standard Time;1,48E+18;mahalimahali6;POSITIF;@mamunmurod_ @mohmahfudmd @iriawan84 Sebetulnya di depan ada apa sih.. ko pak maohmahfudmd bilang PSSI di paksa mundur tapikan setelah PSSI bersama iwan bule dan Sty Timnas mulai ada perubahan cara main juga sudah sangat berbeda dengan yg dulu
1,58E+18;1,58E+18;2022-10-16 03:18:41 SE Asia Standard Time;1,23E+18;joemama691012;POSITIF;@Cristianleo710 @cepchenk0 Dan yg pasti mereka semua itu  bukan boomer yg jadiin PSSI itu batu pijakan buat berpolitik doang.
1,58E+18;1,58E+18;2022-10-16 03:16:48 SE Asia Standard Time;1,45E+18;dum2nd;NEGATIF;@ObiWan_Catnobi Puan Maharani for PSSI 2022-2026
1,58E+18;1,58E+18;2022-10-16 03:12:13 SE Asia Standard Time;1,53E+18;suryana_0911;POSITIF;@cepchenk0 @iriawan84 , @PSSI
1,58E+18;1,58E+18;2022-10-16 03:11:32 SE Asia Standard Time;1,46E+18;auliamed;NEGATIF;Kemaren kata nya korban byk jatuh bukan krn gas air mata..  Hari ini kesimpulan nya beda. Berarti polri dan PSSI hrs bertgg jwb atas jatuh nya korban kanjuruhan . Kasihan para korban , semua pada buang badan.  https://t.co/lYaZJqRBKa
1,58E+18;1,58E+18;2022-10-16 03:09:08 SE Asia Standard Time;1,23E+18;13frhnn;NEGATIF;@medioclubID Dear @PSSI kalau gatau caranya mundur bisa di cek di ig nya @bintangemon
1,58E+18;1,58E+18;2022-10-16 03:09:03 SE Asia Standard Time;797054216;komang_teknicom;POSITIF;Ayolah klw dah cewek dan ratu yg mimpin PSSI,.saya yakin menang pas
1,58E+18;1,58E+18;2022-10-16 03:01:30 SE Asia Standard Time;1,52E+18;bangtoyib1976;POSITIF;Lha ingat PsSi di jamn nurdin. Loyalisnya kan rata rata dari partai kuning. Lalu mara gimana ya kabarnya. Masuh cawe cawe tdk ya?
1,58E+18;1,58E+18;2022-10-16 02:59:40 SE Asia Standard Time;1157029038;hellobaal;POSITIF;@jogjaole @bmserbu @PSSI @PSIMJOGJA @persisofficial @AremafcOfficial @MafiaWasit @fajarjun Boso ne wong saiki spill2 den 🙂🙂
1,58E+18;1,58E+18;2022-10-16 02:57:02 SE Asia Standard Time;1,18E+18;bb_sports_id;POSITIF;12 Pemain Terbaik NYXS BLiSPI Cup 2022 Bakal Diterbangkan ke Barcelona  https://t.co/jGz9bLzgYT baca juga berita dari media lainnya di Indonesia di  https://t.co/GkwQxScVr9   #pssi #kemenpora #vivabola #timnasindonesia #barcelona #egymaulanavikri
1,58E+18;1,58E+18;2022-10-16 02:53:45 SE Asia Standard Time;1,46E+18;auliamed;NEGATIF;"Polisi saja pun mmg ada yg sakit jiwa..  Baik nya semua polisi dan juga pengurus PSSI agar di PERIKSA KEJIWAAN nya oleh Psikolog atas ""pembunuhan"" penonton di kanjuruhan dan kok tdk ada yg peduli akan nasip mrk yg meninggal, luka2 bhkan sampai skrg byk yg menunggu ajal krn sakit  https://t.co/VolYoJlyKy"
1,58E+18;1,58E+18;2022-10-16 02:49:38 SE Asia Standard Time;368238233;andi_sulayman;NEGATIF;@masmasbola @Jagatkadaruskan @pyroxess @Michael_Delau @1nonlyforever @bow_wow91 @Nopalsipelaut @mhmdrizkystwn @bajaklaoet @jsmnmym @drobertnug90 @williamglgr @Ludamus2 @AkunGua @paujiniusss @qq_rizkyy @Mnkanam1 @sajaksumbang @unmagnetism @SPlCYBOSS @PSSI Ketik 1 untuk tobat
1,58E+18;1,58E+18;2022-10-16 02:49:06 SE Asia Standard Time;65924621;mata_mata;POSITIF;@F474R_96 @PSSI Kalimat saya “di semua klub sepakbola” itu konteksnya saat seorang pemain dipanggil timnas maka dia meninggalkan klubnya untuk sementara.  Adapun durasinya berapa lama, itu di luar pembahasan, di luar konteks kalimat saya.  Jelas?
1,58E+18;1,58E+18;2022-10-16 02:36:02 SE Asia Standard Time;240532252;massrendy;NEGATIF;@bgsftch @PSSI batrene rodok melembung titik bang,gelem ta  https://t.co/WsoA1cHU3p
1,58E+18;1,58E+18;2022-10-16 02:33:38 SE Asia Standard Time;260655882;deccawaiz;POSITIF;Nyamperin calon ketum exo pssi @aliwibingung  https://t.co/SEG0UfvCFF
1,58E+18;1,58E+18;2022-10-16 02:30:25 SE Asia Standard Time;1,25E+18;alxwii;POSITIF;@mojokdotco infonya coach justin mau garap jabatan di pssi semua nya. selesai tu pssi ~  https://t.co/uNZlXlO88i
1,58E+18;1,58E+18;2022-10-16 02:30:18 SE Asia Standard Time;406940905;bgsftch;POSITIF;@necromooncer @PSSI Wah mantep kui pac, oponeh seng woman, kesukaan pipit mania 🤤
1,58E+18;1,58E+18;2022-10-16 02:30:02 SE Asia Standard Time;1,32E+18;black_roseitsme;NEGATIF;@hdkanjeng @registaco Bu @susipudjiastuti kira² mau ga jadi Ketum PSSI ? 😂
1,58E+18;1,58E+18;2022-10-16 02:29:23 SE Asia Standard Time;406940905;bgsftch;NEGATIF;@massrendy @PSSI Info harga hp seng di esek2 pamungkas ren
1,58E+18;1,58E+18;2022-10-16 02:23:28 SE Asia Standard Time;1,17E+18;jogjaole;POSITIF;"@hellobaal @bmserbu @PSSI @PSIMJOGJA @persisofficial @AremafcOfficial @MafiaWasit @fajarjun Surprise kok kabar"" mas"
1,58E+18;1,58E+18;2022-10-16 02:22:18 SE Asia Standard Time;1,44E+18;ttirusaru;POSITIF;@mojokdotco Tentu saja Fukuda lebih cocok jadi Ketum PSSI, dia bakal bsa dapetin bibit bibit unggul di pelosok indonesia  https://t.co/QafmZpSEdx
1,58E+18;1,58E+18;2022-10-16 02:19:18 SE Asia Standard Time;551984440;darkestdayyss;POSITIF;"@seniman_bola Erick Thohir bisa seperti Silvio Berlusconi klo bisa berhasil bawa PSSI ke arah lbh baik &amp; prestasi Timnas moncer. Atau mungkin dr kalangan mantan atlet ada yg bisa seperti George Weah karir politik nya?"
1,58E+18;1,58E+18;2022-10-16 02:19:00 SE Asia Standard Time;76907071;yuki_aditya;NEGATIF;@tvOneNews Dia pikir korbannya itu adalah warga negara PSSI, bukan warga negara Indonesia apa yak.
1,58E+18;1,58E+18;2022-10-16 02:18:32 SE Asia Standard Time;1,08E+18;annantaressa2;POSITIF;@risaar03 Planet  https://t.co/nUaNjMPwSe
1,58E+18;1,58E+18;2022-10-16 02:17:03 SE Asia Standard Time;1,27E+18;telkomles;POSITIF;@registaco Ketua: Boris Bokir Wakil: Mamat Alkatiri Sekjen: Ratu Tisha  Exco:  1. Indra Frimawan 2. Rigen Rakelna 3. Hifdzi Khoir 4. Ananta Rispo 5. Adjis Doa Ibu 6. Kemal Palevi 7. Uus 8. Praz Teguh 9. Tretan Muslim  Yakin deh kalo orang2 ini yang ngendaliin bisa ada perubahan di PSSI
1,58E+18;1,58E+18;2022-10-16 02:16:26 SE Asia Standard Time;194521571;anovaway;POSITIF;@cepchenk0 Gak harus yang paham bola. Yang pasti harus paham manajemen. Apalagi di PSSI itu politiknya kenceng banget. Jonan lebih pas.
1,58E+18;1,58E+18;2022-10-16 02:14:26 SE Asia Standard Time;1,02E+18;dian78104844;NEGATIF;@registaco Restrukturisasi semua isi PSSI. jangan ketum doang
1,58E+18;1,58E+18;2022-10-16 02:12:58 SE Asia Standard Time;1,30E+18;n_llvr;POSITIF;"@_ahmadpl @MafiaWasit @iIhamzada (?)  Kurang jelas apa si?  Gada point membela orang "" Lama pssi yg busuk pada jaman sblm ini. Tau sty pelatih kelas atas kan?  Dia gabakal asal statement, kalo pun kekeh sama statement nya yaudah silahkan aja.  Jangan seneng ngadu domba mas, dibaca baik"" Makanya"
1,58E+18;1,58E+18;2022-10-16 02:12:32 SE Asia Standard Time;1,02E+18;dian78104844;NEGATIF;@CeritaWakanda @detikcom Misalnya kalo menurut lu lebih baik Ketum PSSI mundur,sekalian semua yg ada di badan PSSI mundur semua..bikin isi PSSI sama yg baru semua .jangan libatkan orang orang lama..biar adil kalo mau...
1,58E+18;1,58E+18;2022-10-16 02:05:27 SE Asia Standard Time;1,49E+18;gabutzsekali07;POSITIF;@mojokdotco Mbah @MafiaWasit jadiin ketum pssi biar gak bacot mulu...
1,58E+18;1,58E+18;2022-10-16 02:03:45 SE Asia Standard Time;1,02E+18;dian78104844;NEGATIF;@CeritaWakanda @detikcom Dengan cara Ketum PSSI mundur itu sudah adil ?lupa ya siapa yg membuat tragedi ini ? Kesalahan-kesalahan ketum sekarang apa?
1,58E+18;1,58E+18;2022-10-16 02:02:58 SE Asia Standard Time;1,12E+18;andiaguzt;POSITIF;Bapak tuh seperti ketua PSSI yg sekarang, kaya gimana ?, ya kaya gitu.  Saya selalu berterima kasih, menyayangi, menghormati, selalu jadi anak yg baik buat kedua orang tua saya.
1,58E+18;1,58E+18;2022-10-16 02:02:15 SE Asia Standard Time;99034157;hend_85;NEGATIF;@mohmahfudmd Anda sebagai MENKO bisa intervensi dengan melarang segala bentuk kegiatan PSSI dengan menerbitkan larangan pertandingan  selama PSSI tidak direformasi....
1,58E+18;1,58E+18;2022-10-16 01:58:59 SE Asia Standard Time;8,52E+17;noormuzani;NEGATIF;Nunggu disuruh, mundur sj sekarang.  Ini siap yg setengah hati.  Beda dengan Sang Ketum, Sosok Ini Siap Mengundurkan Diri dari PSSI  https://t.co/kYSZ1lFNdY
1,58E+18;1,58E+18;2022-10-16 01:58:41 SE Asia Standard Time;1,30E+18;n_llvr;NEGATIF;@Risknurh @r__u__mine_ @The_RedsIndo Kalo kelas atas, dia udah berstatement ya berarti sudah matang pemikiran nya.     Gada kata keliru emang pelatih liga dagelan pssi. Bnyk mutar muter statemen.
1,58E+18;1,58E+18;2022-10-16 01:56:58 SE Asia Standard Time;1,30E+18;n_llvr;NEGATIF;"@Risknurh @r__u__mine_ @The_RedsIndo Apasi. Klub&gt; timnas? Ngadu domba jago bener. Yaelah malah kemana mana. Intinya pssi di revolusi total. Soal sty kan kemauannya orang dipersilahkan gasalah,tandanya dia udah berpikir matang lah keputusan itu. Pelatih kelas atas kan? Cont:"
1,58E+18;1,58E+18;2022-10-16 01:56:10 SE Asia Standard Time;142618443;novanaryoo;NEGATIF;@medioclubID @PSSI Komitenya banyak yg kembar
1,58E+18;1,58E+18;2022-10-16 01:55:03 SE Asia Standard Time;2782605038;idmilanplus;NEGATIF;@registaco Nggk perlu pssi
1,58E+18;1,58E+18;2022-10-16 01:53:28 SE Asia Standard Time;1,21E+18;scoushiit;NEGATIF;"@Ox_Bjorka @am_urboy @infallibiliti @mohmahfudmd Udah pernah dilakuin Pemerintah masuk Kita dibanned FIFA Yg plg bener pemerintah meyakinkan &amp; mendesak FIFA utk mereformasi PSSI."
1,58E+18;1,58E+18;2022-10-16 01:50:51 SE Asia Standard Time;233498937;yoiwal;NEGATIF;@mojokdotco Iwan bule mah ga level ketum PSSI, levelnya presiden FIFA. Ayo pak Ibul mundur dong
1,58E+18;1,58E+18;2022-10-16 01:48:21 SE Asia Standard Time;1,57E+18;mouchethung;NEGATIF;@KompasTV @PSSI GAK PUNYA MALU KAMU BLOOON SEMUA
1,58E+18;1,58E+18;2022-10-16 01:48:05 SE Asia Standard Time;1,48E+18;truearie13;POSITIF;@registaco Pokoknya harus ada mbak nana dipengurusan pssi yg baru.
1,58E+18;1,58E+18;2022-10-16 01:45:48 SE Asia Standard Time;1,49E+18;maintenance001;NEGATIF;@cepchenk0 Berharap Justin sebagai pengurus PSSI ?? Wkwkwkw Lihat tweet dia sehabis kejadian di Kanjuruhan... Template bgt dgn pejabat2 yg saat ini di PSSI 🤣🤣🤣
1,58E+18;1,58E+18;2022-10-16 01:42:44 SE Asia Standard Time;1,22E+18;mamanuye4;POSITIF;@mohmahfudmd Masih Nungguin hasil pertandingan  Mahfud md 🆚 Iwan Bule .  Pemerintah 🆚 PSSI
1,58E+18;1,58E+18;2022-10-16 01:40:39 SE Asia Standard Time;1,35E+18;boinclant;POSITIF;@registaco Malah mau berebut posisi ketum PSSI... Sandiwara apa lagi ini...
1,58E+18;1,58E+18;2022-10-16 01:40:16 SE Asia Standard Time;787051280;roastery_expert;NEGATIF;@panditfootball PSSI isinya Orang orang yg maen bola aja kagak pernah
1,58E+18;1,58E+18;2022-10-16 01:39:22 SE Asia Standard Time;3013949442;coachitucoach;NEGATIF;@NKRIndonesia79 @PSSI bntr itung - itungan dlu kak
1,58E+18;1,58E+18;2022-10-16 01:38:35 SE Asia Standard Time;4226760322;agogoid;POSITIF;@registaco PSSI ketum: azrul ananda sekjen: ratu tisha dirut marketing: raffi ahmad  exco: ponaryo bepe firman u kurniawan dj bung towel coach justin darius s kaesang valen jebret  PT LIB ketua: helmy yahya wakil: atta h
1,58E+18;1,58E+18;2022-10-16 01:34:54 SE Asia Standard Time;1,49E+18;adhy_gra;NEGATIF;@The_RedsIndo Kuch Justin gak punya duit, mana bisa jadi ketum PSSI. Ngelantur mulu kalo ngomongin bola.
1,58E+18;1,58E+18;2022-10-16 01:34:15 SE Asia Standard Time;1269318530;beli_sewa;NEGATIF;@mohmahfudmd Ada sangkaan ketelibatan konsorsium 303 dengan pssi .. Apakah benar ???
1,58E+18;1,58E+18;2022-10-16 01:33:39 SE Asia Standard Time;9,71E+17;erickconstant14;POSITIF;Dukung Ignasius Jonan jadi Ketua/CEO PSSI. @IgnasiusJonan Sukses merubah total KAI.  Opsi lain Helmy Yahya. @helmyyahya sukses merubah total TVRI.    #JonanForPSSI  #JonanForPSSI
1,58E+18;1,58E+18;2022-10-16 01:29:08 SE Asia Standard Time;1,47E+18;orion_hyung;POSITIF;@idextratime Justru jangan mundur dulu biar pemerintah minta bantuan FIFA membubarkan PSSI ,jadi bisa bangun sistem federasi dari awal
1,58E+18;1,58E+18;2022-10-16 01:25:19 SE Asia Standard Time;1,47E+18;ekotyan5;NEGATIF;@medioclubID @PSSI Edyaann 1 org tugs e mcem2
1,58E+18;1,58E+18;2022-10-16 01:24:49 SE Asia Standard Time;1,03E+18;mulandaherlamb1;POSITIF;Bukan tentang bola yang kita mainkan namun tentang sebuah tim yang kita jalankan untuk mencapai suatu tujuan   #pssi  #sepakbolaindo  #juara  https://t.co/jZLUBkZjDQ
1,58E+18;1,58E+18;2022-10-16 01:23:57 SE Asia Standard Time;203456810;rakdjel;NEGATIF;@NarasiNewsroom Kalo bisa jangan cuma dia bedua,  semua yg ngejabat di PSSI sekarang harus pada di keluarin. Najis.
1,58E+18;1,58E+18;2022-10-16 01:22:51 SE Asia Standard Time;7,43E+17;indeksncom;POSITIF;Trending! Ratu Tisha Didesak Netizen Jadi Juru Selamat PSSI  https://t.co/AEQTregDhN lewat @Indeks News #RatuTisha #pssiwajibtanggungjawab #sepakbolapialadunia
1,58E+18;1,58E+18;2022-10-16 01:22:43 SE Asia Standard Time;1,58E+18;makomuro008;NEGATIF;@mohmahfudmd Pak @mahfudmd , benerkah kasus Kanjuruhan semua by design ??? Benerkan ketua PSSI Iwan Bule terlibat 303 Sambo ???  #usuttuntas #usutsampaituntas #iwanbule303? #kawalsampaituntas
1,58E+18;1,58E+18;2022-10-16 01:22:24 SE Asia Standard Time;1,33E+18;70uncu;POSITIF;@republikaonline TGIPF ini kok merekomendasikan ketua umum PSSI mundur , ingat federasi sepak bola jangan ada campur tangan pihak luar , apa kalian sudah lupa kita pernah di sangsi FIFA karena campur tangan pemerintah dalam sepak bola
1,58E+18;1,58E+18;2022-10-16 01:20:25 SE Asia Standard Time;369454414;f474r_96;NEGATIF;@mata_mata @PSSI di semua klub? ada contoh klub luar yg pemain di panggil Timnas berbulan-bulan?
1,58E+18;1,58E+18;2022-10-16 01:18:29 SE Asia Standard Time;1,58E+18;raden4202;POSITIF;@kang___L Nihh buat pssi  https://t.co/9WF5vgsllU
1,58E+18;1,58E+18;2022-10-16 01:17:19 SE Asia Standard Time;1,26E+18;tahuberontakkk;NEGATIF;Tidur lah sapa tau bangun2 ketua pssi mundur
1,58E+18;1,58E+18;2022-10-16 01:16:13 SE Asia Standard Time;7,21E+17;putrasabar4;NEGATIF;@registaco Kalau boleh ce mbah wae @MafiaWasit  hanya beliau yang bisa merubah pssi
1,58E+18;1,58E+18;2022-10-16 01:15:46 SE Asia Standard Time;1694949474;oystterdate;POSITIF;@Mah5Utari @hariankompas @antonsanjoyo @arbainrambey @PSSI @MafiaWasit @FaktaSepakbola @panditfootball @indosupporter @iIhamzada dokumentasimu mantap, bung
1,58E+18;1,58E+18;2022-10-16 01:15:18 SE Asia Standard Time;1641819476;kurokimono;POSITIF;@mojokdotco Coach justin cocok sebagai ketua pssi wkwk
1,58E+18;1,58E+18;2022-10-16 01:15:03 SE Asia Standard Time;118371948;harian_jogja;NEGATIF;Susah, Mahfud Tak Bisa Paksa Iwan Bule Cs Mundur dari PSSI  https://t.co/NKehLrViBL #beritajogja #jogja #jogjaistimewa  https://t.co/XXrMO1yq0O
1,58E+18;1,58E+18;2022-10-16 01:14:53 SE Asia Standard Time;213182953;arissummerscent;POSITIF;@Rosianna766Hi @DonAdam68 Tante @Rosianna766Hi ga bosen jadi Pemred ? Cari tantangan baru dong.. calonin jadi ketua PSSI kek. Kalo di jurnalis dah rate 9.8/10 nih. Yuk bisa Yuk..
1,58E+18;1,58E+18;2022-10-16 01:14:35 SE Asia Standard Time;21318836;tmj_hsv_manuf;POSITIF;Want to work at PSSI? We're hiring in Blountsville, AL! Click the link in our bio for details on this job and more: Food Safety Team Member – General Labor (Night) #FoodSafetyJobs #3rdShift
1,58E+18;1,58E+18;2022-10-16 01:13:36 SE Asia Standard Time;1,53E+18;garudarevenger;NEGATIF;"@seniman_bola Nope, belom ending Kalo PSSI dah revolusi  oknum supporter gimana???🤔 masa lepas tangan &amp; cuci tangan gitu aja, pssi revolusi tapi supporter nya belom revolusi, ya sama aja🤭"
1,58E+18;1,58E+18;2022-10-16 01:12:58 SE Asia Standard Time;3260430056;caswadi_didi;NEGATIF;@medioclubID @PSSI 1 orang bisa 3 jabatan,,aneh dan bukan di bidang ahlinya makin aneh trus pemegang saham club' liga jg aneh sekali anda @PSSI  pengurusnya lol 🫣
1,58E+18;1,58E+18;2022-10-16 01:09:44 SE Asia Standard Time;1,53E+18;garudarevenger;NEGATIF;@alghie_3288 @registaco Percuma kalo 1 oramg ja, TMJ aja pernah ngurus FAM tapi nyerah, bawaahnya 11-12 ama pssi  Federasi itu yg kerja semua elemen
1,58E+18;1,58E+18;2022-10-16 01:09:19 SE Asia Standard Time;7,89E+17;bola_utama;POSITIF;Liga Inggris EPL ( BolaUtama ) #SepakBolaIndonesia #ISL #PSSI
1,58E+18;1,58E+18;2022-10-16 01:08:47 SE Asia Standard Time;2243265089;adi_radityo;NEGATIF;@ariekuple @iIhamzada Wkwkwkwkwk usut tuntas revolusi total pssi!!!!
1,58E+18;1,58E+18;2022-10-16 01:06:44 SE Asia Standard Time;1217934793;necromooncer;NEGATIF;@bgsftch @PSSI Ganti nonton olahraga sek ngepel ngepel lantai kae wae pac
1,58E+18;1,58E+18;2022-10-16 01:06:03 SE Asia Standard Time;1,47E+18;rwfirdaus08;NEGATIF;PSSI HARUS DI BERSIHKAN SAMPAI AKAR NYA DAN TIDAK ADA LAGI YANG NAMA NYA ORANG LAMA YANG BERADA DALAM KUBU PSSI Kalau semua terjadi revolusi terhadap kubu PSSI tinggal tugas kita sebagai suporter untuk mengawasi dan menekan asprov dah klub setiap daerah agar tidak salah pilih
